549,2026/04/29 16:36:03 HST
# 2013-Jul-12, MLB, added config for 13AQ28-110 AND 13B-Q-91,,,,,,,,,,,,
# 2014-Jul-17, REM, edited IR Texp for SB+SXD+32 0.45 arcsec slit from 8 sec to 7 sec,,,,,,,,,,,,
# 2014-Aug-06, astephens, modified 0.15/pix 32 l/mm 1.47-1.80 1.0 arcsec slit exposure time from 0.24s to 0.38s,,,,,,,,,,,,
# 2018-Oct-15, astephens, added configurations for 0.05/pix + 111 l/m + LXD + 0.10 arcsec slit,,,,,,,,,,,,
# 2019-Feb-03, astephens, change long camera, long slit, 111 l/mm, 3.36um, 0.1 arcsec slit, to work for both well depths,,,,,,,
# 2022-Jan-21, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, No, 4.40-4.97um, 0.2 arcsec slit, Shallow, 4 seconds,,,,,,
# 2022-Feb-01, astephens and mrawlings, add config: 0.05/pix, 10 l/mm, No, 2.8-4.2 um, 0.45 arcsec slit, Shallow, 0.2 seconds,,,,,,
# 2022-Jun-06, astephens, add LR-IFU configs,,,,,,,,,,,,
# 2022-Jul-04, astephens, add short-camera 0.15 arcsec slit configs,,,,,,,,,,,,
# 2023-Jun-01, astephens, add HR-IFU configs,,,,,,,,,,,,
# 2023-Oct-30, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, 0.30 arcsec, Shallow,,,,,,,,,
# 2023-Dec-20, astephens and blemaux, add config: 0.05/pix, 32 l/mm, HR-IFU, Shallow, 3.95um,,,,,,,,
# 2024-Feb-06, astephens and hsuh, add deep well config: 0.15/pix, 32 l/mm, 1.65um, LR-IFU,,,,,,,,,
# 2024-Jul-25, astephens, add shallow-well flat for LR 111 4.05um 0.1 arcsec slit,,,,,,,,,,,,
# 2025-Jan-17, astephens, add shallow-well LR 10 0.1 arcsec slit at 3.7um,,,,,,,,,,,,
# 2025-Apr-04, bclemaux," modified 0.15""/pix", 111 l/mm," 0.3""-wide slit", 1.25-1.37um to avoid >5% non-linearity,,,,,,,,,
# 2025-Dec-16, bclemaux, modified many SR exp. times and # of obs. after testing the current fiducial values with new SR camera + current GCAL env.,,,,,,,,,,,,
# 2026-Apr-29, bclemaux, added shutter open flats for LB LXD 111 l/mm setups in addition to shutter closed flats,,,,,,,,,,,,
#,,,,,,,,,,,,,,
Mode,Pixel Scale,Disperser,Cross Dispersed,Central Wavelength,Focal Plane Unit,Well Depth,Calibration Lamps,Calibration Shutter,Calibration Filter,Calibration Diffuser,Calibration Observe,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.03 - 1.12,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,2,18,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,8.4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,3.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.12 - 1.17,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,2,33.6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.25,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,5.4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,3.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,2.4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.17 - 1.37,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,12,1,Day
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.25 - 1.37,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,8,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.63,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,3.6,1,Day
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,1.92,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,1.92,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,1.92,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,1.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,0.84,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.77,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,10,0.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.63 - 1.77,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,2.4,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,LR-IFU,Shallow,IR grey body - high,Open,NIR balance,IR,4,20,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,0.15 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,20,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,20,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,8,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,8,6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.49,pinhole 0.3,Shallow,IR grey body - high,Open,NIR balance,IR,2,30,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,LR-IFU,Deep,IR grey body - high,Closed,none,IR,3,90,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,3,75,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,3,60,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,3,30,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,3,25,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,3,18,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.80 - 3.08,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,90,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,LR-IFU,Deep,IR grey body - high,Closed,none,IR,4,40,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,3,30,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,4,15,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,5,9,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,6,6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.08 - 3.36,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,45,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,LR-IFU,Deep,IR grey body - high,Closed,none,IR,5,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,4,15,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,6,6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2.5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.36 - 3.64,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,20,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,LR-IFU,Deep,IR grey body - high,Closed,none,IR,6,8,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,6,8,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.64 - 3.92,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,15,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,LR-IFU,Deep,IR grey body - high,Closed,none,IR,10,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.75,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,3.92 - 4.20,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,10,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,LR-IFU,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,0.45 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,10,0.3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,0.675 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,10,0.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,1.0 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,10,0.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.40 - 4.98,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,3,1.5,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.98 - 5.55,LR-IFU,Deep,IR grey body - high,Closed,ND4-5,IR,1,0.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.98 - 5.55,0.15 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,1,0.35,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.98 - 5.55,0.30 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,1,0.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.98 - 5.55,0.45 arcsec,Deep,IR grey body - high,Closed,ND4-5,IR,1,0.2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,4.98 - 5.55,pinhole 0.3,Deep,IR grey body - high,Closed,NIR balance,IR,1,0.6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,15,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,IR grey body - high,Open ,none,IR,4,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,4,20,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,8,2.4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,4,4.8,1,Day
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Quartz Halogen ,Closed,ND2.0,IR,8,4.8,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,4.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,4.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,4.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,3,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,2.4,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,1.44,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,2,7.2,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,3.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,3.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,3.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,2.16,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,1.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.96,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,2,6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,LR-IFU,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.96,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,LR-IFU,Deep,Quartz Halogen,Closed,NIR balance,IR,5,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.15 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.96,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.30 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.96,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.45 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.54,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.675 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.36,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,1.0 arcsec,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,0.38,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,3,1.2,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,LR-IFU,Shallow,IR grey body - high,Open,NIR balance,IR,5,7,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.15 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,5,7,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,5,7,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,5,5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,5,3,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,5,2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,pinhole 0.3,Shallow,IR grey body - high,Open,NIR balance,IR,3,6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,LR-IFU,Deep,IR grey body - high,Closed,none,IR,6,10,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,6,10,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,6,5.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,6,3.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,6,2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,2.8 - 3.2,pinhole 0.3,Deep,IR grey body - high,Closed,none,IR,3,6,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,LR-IFU,Deep,IR grey body - high,Closed,none,IR,10,3.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.35,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.2 - 3.8,pinhole 0.3,Deep,IR grey body - high,Closed,none,IR,3,3,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,LR-IFU,Deep,IR grey body - high,Closed,none,IR,10,2.5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,0.30 arcsec,Deep,IR grey body - high,Closed,none,IR,10,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,0.45 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,0.675 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.4,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,1.0 arcsec,Deep,IR grey body - high,Closed,none,IR,10,0.3,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,3.8 - 4.2,pinhole 0.3,Deep,IR grey body - high,Closed,none,IR,3,3,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,10,3.25,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,IR grey body - high,Open ,NIR balance,IR,6,15,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,IR grey body - high,Open ,NIR balance,IR,6,12,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,IR grey body - high,Open ,NIR balance,IR,10,7,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,0.84,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,pinhole 0.3,Shallow,Quartz Halogen,Closed,NIR balance,IR,5,1.2,3,Day
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,Quartz Halogen ,Closed,ND2.0,IR,10,2,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Quartz Halogen ,Closed,ND2.0,IR,10,1.8,1,Night
